time[sec],yaw,pitch,roll,x,y,z,acc_x,acc_y,acc_z,omega_x,omega_y,omega_z
0.165,0.0,0.0,0.0,0.2962421159687532,0.0,0.0,0.4963451807749733,0.0,0.0,0.0,0.0,0.0
0.17,0.0,0.0,0.0,-0.026132487048097723,0.0,0.0,0.48755709557355414,0.0,0.0,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0,-0.15338591592622666,0.0,0.0,0.504582598735475,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.44619762572959365,0.0,0.0,0.5011375699990529,0.0,0.0,0.0,0.0,0.0
0.185,0.0,0.0,0.0,-0.6527944756213722,0.0,0.0,0.4923294470038831,0.0,0.0,0.0,0.0,0.0
0.19,0.0,0.0,0.0,-0.23605940236553533,0.0,0.0,0.5031310693118554,0.0,0.0,0.0,0.0,0.0
0.195,0.0,0.0,0.0,0.20544480791362646,0.0,0.0,0.5080917500687204,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.13112566861079633,0.0,0.0,0.5047363264155772,0.0,0.0,0.0,0.0,0.0
0.20500000000000002,0.0,0.0,0.0,-0.5135400916269411,0.0,0.0,0.5099650012150171,0.0,0.0,0.0,0.0,0.0
0.21,0.0,0.0,0.0,-0.09995359624519089,0.0,0.0,0.5053825868381977,0.0,0.0,0.0,0.0,0.0
0.215,0.0,0.0,0.0,-0.494439962990077,0.0,0.0,0.5137411895599767,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.0,-0.03258135068080799,0.0,0.0,0.5047218239725341,0.0,0.0,0.0,0.0,0.0
0.225,0.0,0.0,0.0,0.41016270567988344,0.0,0.0,0.5086071741987863,0.0,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.2664253723328738,0.0,0.0,0.4936643053045992,0.0,0.0,0.0,0.0,0.0
0.23500000000000001,0.0,0.0,0.0,-0.3194751321457874,0.0,0.0,0.5059618690866962,0.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.28573162796137613,0.0,0.0,0.48661732673082414,0.0,0.0,0.0,0.0,0.0
0.245,0.0,0.0,0.0,0.16400244835994357,0.0,0.0,0.5090264607728057,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.09197700682078827,0.0,0.0,0.5060878061764151,0.0,0.0,0.0,0.0,0.0
0.255,0.0,0.0,0.0,-0.07564422466004411,0.0,0.0,0.5035951800017581,0.0,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0,-0.054572014606996004,0.0,0.0,0.5068538187331605,0.0,0.0,0.0,0.0,0.0
0.265,0.0,0.0,0.0,-0.19279528277837213,0.0,0.0,0.5047428679197015,0.0,0.0,0.0,0.0,0.0
0.27,0.0,0.0,0.0,0.19084675944960042,0.0,0.0,0.4948289892737792,0.0,0.0,0.0,0.0,0.0
0.275,0.0,0.0,0.0,-0.3452893094392688,0.0,0.0,0.5101905923082183,0.0,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.10791767819427908,0.0,0.0,0.4974072574596353,0.0,0.0,0.0,0.0,0.0
0.28500000000000003,0.0,0.0,0.0,-0.2323583007890019,0.0,0.0,0.49011924785043337,0.0,0.0,0.0,0.0,0.0
0.29,0.0,0.0,0.0,0.33089106957003855,0.0,0.0,0.5029557056710958,0.0,0.0,0.0,0.0,0.0
0.295,0.0,0.0,0.0,0.2147708862529041,0.0,0.0,0.5045797479364084,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.5417809320653338,0.0,0.0,0.5099203562259853,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.4639425357913442,0.0,0.0,0.4945256205726178,0.0,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,-0.05780423416751676,0.0,0.0,0.5201654985388218,0.0,0.0,0.0,0.0,0.0
0.315,0.0,0.0,0.0,-0.2993830288705821,0.0,0.0,0.48283804306153094,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,-0.15858901414523,0.0,0.0,0.49104778438268676,0.0,0.0,0.0,0.0,0.0
0.325,0.0,0.0,0.0,-0.26650811902591764,0.0,0.0,0.5173423208415348,0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.0,0.0,-0.49558891413023926,0.0,0.0,0.49491290015267664,0.0,0.0,0.0,0.0,0.0
0.335,0.0,0.0,0.0,-0.07887542613661935,0.0,0.0,0.5180388696823659,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,-0.1660419469010293,0.0,0.0,0.505492511390849,0.0,0.0,0.0,0.0,0.0
0.34500000000000003,0.0,0.0,0.0,0.22152859910975786,0.0,0.0,0.4989114158385916,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,0.0,0.0,0.0,0.6222587347431859,0.0,0.0,0.5096251389203014,0.0,0.0,0.0,0.0,0.0
0.355,0.0,0.0,0.0,0.21013460563629563,0.0,0.0,0.49364292636749846,0.0,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,-0.18956102769542046,0.0,0.0,0.4765114526048333,0.0,0.0,0.0,0.0,0.0
0.365,0.0,0.0,0.0,0.17392165913961746,0.0,0.0,0.4948992297470289,0.0,0.0,0.0,0.0,0.0
0.37,0.0,0.0,0.0,0.09724846789567293,0.0,0.0,0.5085248584984846,0.0,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,-0.10094061697137062,0.0,0.0,0.482673513532212,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0,-0.3469819113697755,0.0,0.0,0.5039542606137265,0.0,0.0,0.0,0.0,0.0
0.385,0.0,0.0,0.0,-0.25835668252479205,0.0,0.0,0.5036430419368969,0.0,0.0,0.0,0.0,0.0
0.39,0.0,0.0,0.0,0.36137190906239713,0.0,0.0,0.4885136117109677,0.0,0.0,0.0,0.0,0.0
0.395,0.0,0.0,0.0,-0.18365341132485521,0.0,0.0,0.5057702883509523,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.32278565533907616,0.0,0.0,0.49898764751739205,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.5953720194926452,0.0,0.0,0.5018069848545342,0.0,0.0,0.0,0.0,0.0
0.41000000000000003,0.0,0.0,0.0,0.09395874513552716,0.0,0.0,0.5012162544050043,0.0,0.0,0.0,0.0,0.0
0.41500000000000004,0.0,0.0,0.0,0.014398123933281121,0.0,0.0,0.48963317665638245,0.0,0.0,0.0,0.0,0.0
0.42,0.0,0.0,0.0,-0.3619389914346741,0.0,0.0,0.5197223552828555,0.0,0.0,0.0,0.0,0.0
0.425,0.0,0.0,0.0,0.08078039635625606,0.0,0.0,0.5086866671831337,0.0,0.0,0.0,0.0,0.0
0.43,0.0,0.0,0.0,0.5485223565649168,0.0,0.0,0.4951182131177152,0.0,0.0,0.0,0.0,0.0
0.435,0.0,0.0,0.0,0.03957979837403973,0.0,0.0,0.49732777738888667,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.20964805537841832,0.0,0.0,0.5121686459230906,0.0,0.0,0.0,0.0,0.0
0.445,0.0,0.0,0.0,0.05016308740370335,0.0,0.0,0.4882197154289091,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.169320811229541,0.0,0.0,0.4930604521794813,0.0,0.0,0.0,0.0,0.0
0.455,0.0,0.0,0.0,-0.12712710090308627,0.0,0.0,0.5030939439516187,0.0,0.0,0.0,0.0,0.0
0.46,0.0,0.0,0.0,-0.04056363224503984,0.0,0.0,0.4828495738332614,0.0,0.0,0.0,0.0,0.0
0.465,0.0,0.0,0.0,0.4242225595850669,0.0,0.0,0.4944396742540226,0.0,0.0,0.0,0.0,0.0
0.47000000000000003,0.0,0.0,0.0,0.044807861337847595,0.0,0.0,0.4884682613845676,0.0,0.0,0.0,0.0,0.0
0.47500000000000003,0.0,0.0,0.0,0.10660018111385423,0.0,0.0,0.4809358473036662,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.4517581124412641,0.0,0.0,0.49891121829845514,0.0,0.0,0.0,0.0,0.0
0.485,0.0,0.0,0.0,-0.02749112073327547,0.0,0.0,0.5017394258396408,0.0,0.0,0.0,0.0,0.0
0.49,0.0,0.0,0.0,-0.10418390586044755,0.0,0.0,0.5012843311960961,0.0,0.0,0.0,0.0,0.0
0.495,0.0,0.0,0.0,0.011266279320397454,0.0,0.0,0.49480381899952547,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,-0.38813441318226594,0.0,0.0,0.4935893297302802,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.3903509182849658,0.0,0.0,0.5077987091501868,0.0,0.0,0.0,0.0,0.0
0.51,0.0,0.0,0.0,0.08363231455305775,0.0,0.0,0.49705024806613396,0.0,0.0,0.0,0.0,0.0
0.515,0.0,0.0,0.0,0.2674116471923557,0.0,0.0,0.49906608480582043,0.0,0.0,0.0,0.0,0.0
0.52,0.0,0.0,0.0,0.40259966096043587,0.0,0.0,0.49994795331390307,0.0,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.31087407738379846,0.0,0.0,0.5067794904553311,0.0,0.0,0.0,0.0,0.0
0.53,0.0,0.0,0.0,0.10767014724328114,0.0,0.0,0.5060049970963784,0.0,0.0,0.0,0.0,0.0
0.535,0.0,0.0,0.0,-0.38061087220921763,0.0,0.0,0.4985208766963271,0.0,0.0,0.0,0.0,0.0
0.54,0.0,0.0,0.0,-0.5000590197216227,0.0,0.0,0.5031127356114,0.0,0.0,0.0,0.0,0.0
0.545,0.0,0.0,0.0,-0.16475484126158643,0.0,0.0,0.4984652958302106,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,-0.03282826433926835,0.0,0.0,0.5001724991973185,0.0,0.0,0.0,0.0,0.0
0.555,0.0,0.0,0.0,-0.023510025247483645,0.0,0.0,0.4878389120721064,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.0,0.0,0.5372402010798999,0.0,0.0,0.5067879933307783,0.0,0.0,0.0,0.0,0.0
0.5650000000000001,0.0,0.0,0.0,0.21420850007123865,0.0,0.0,0.4998960616568341,0.0,0.0,0.0,0.0,0.0
0.5700000000000001,0.0,0.0,0.0,-0.5058175424052415,0.0,0.0,0.5192198685032388,0.0,0.0,0.0,0.0,0.0
0.5750000000000001,0.0,0.0,0.0,0.28871208283415745,0.0,0.0,0.5042633022171339,0.0,0.0,0.0,0.0,0.0
0.58,0.0,0.0,0.0,-0.33201151524961037,0.0,0.0,0.5039013249123534,0.0,0.0,0.0,0.0,0.0
0.585,0.0,0.0,0.0,-0.044596321767484084,0.0,0.0,0.4948213072988992,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.0,0.0,0.07812088944911891,0.0,0.0,0.5016029758889093,0.0,0.0,0.0,0.0,0.0
0.595,0.0,0.0,0.0,0.06185513698874867,0.0,0.0,0.499860498119948,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,-0.17525046360767815,0.0,0.0,0.5044426373171788,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,-0.16440199279867734,0.0,0.0,0.49228253009285355,0.0,0.0,0.0,0.0,0.0
0.61,0.0,0.0,0.0,-0.5727559669367306,0.0,0.0,0.5095220425479161,0.0,0.0,0.0,0.0,0.0
0.615,0.0,0.0,0.0,0.3270463624902597,0.0,0.0,0.48333926676958755,0.0,0.0,0.0,0.0,0.0
0.62,0.0,0.0,0.0,0.403451931236767,0.0,0.0,0.5066856116418789,0.0,0.0,0.0,0.0,0.0
0.625,0.0,0.0,0.0,0.17030262148038483,0.0,0.0,0.502834018944148,0.0,0.0,0.0,0.0,0.0
0.63,0.0,0.0,0.0,-0.5208682291245336,0.0,0.0,0.5112975602597126,0.0,0.0,0.0,0.0,0.0
0.635,0.0,0.0,0.0,0.12758321123965216,0.0,0.0,0.5045626259875885,0.0,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.02924158215472744,0.0,0.0,0.50006673170589,0.0,0.0,0.0,0.0,0.0
0.645,0.0,0.0,0.0,0.6626806747784963,0.0,0.0,0.4849264849021865,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,-0.3530358007831435,0.0,0.0,0.4967853736630501,0.0,0.0,0.0,0.0,0.0
0.655,0.0,0.0,0.0,0.22724285488169377,0.0,0.0,0.5073438733164073,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.31603659522973643,0.0,0.0,0.509665758911789,0.0,0.0,0.0,0.0,0.0
0.665,0.0,0.0,0.0,0.09528104864176515,0.0,0.0,0.5079498758766271,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.0,0.0,0.09454064145966895,0.0,0.0,0.5070300546069235,0.0,0.0,0.0,0.0,0.0
0.675,0.0,0.0,0.0,0.9100825604663725,0.0,0.0,0.4866019480395648,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.4063705546630724,0.0,0.0,0.49947563577416804,0.0,0.0,0.0,0.0,0.0
0.685,0.0,0.0,0.0,0.12081390453047654,0.0,0.0,0.49224364268128756,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.0,0.0,0.0,-0.11613040506450631,0.0,0.0,0.5045873425289438,0.0,0.0,0.0,0.0,0.0
0.6950000000000001,0.0,0.0,0.0,0.01006480260593242,0.0,0.0,0.4912592347312756,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.12023312780341561,0.0,0.0,0.49893519991040347,0.0,0.0,0.0,0.0,0.0
0.705,0.0,0.0,0.0,-0.4212292925114558,0.0,0.0,0.5014844544872074,0.0,0.0,0.0,0.0,0.0
0.71,0.0,0.0,0.0,0.11751004866168913,0.0,0.0,0.4863236554286112,0.0,0.0,0.0,0.0,0.0
0.715,0.0,0.0,0.0,0.1605007483586684,0.0,0.0,0.5043837084539622,0.0,0.0,0.0,0.0,0.0
0.72,0.0,0.0,0.0,-0.17251655850713632,0.0,0.0,0.5060291588858016,0.0,0.0,0.0,0.0,0.0
0.725,0.0,0.0,0.0,0.20275794018231363,0.0,0.0,0.488410475288594,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,0.0,0.6292878318350127,0.0,0.0,0.47760488535308276,0.0,0.0,0.0,0.0,0.0
0.735,0.0,0.0,0.0,-0.1453403755922295,0.0,0.0,0.48435148176117526,0.0,0.0,0.0,0.0,0.0
0.74,0.0,0.0,0.0,-0.10336896509674338,0.0,0.0,0.49844680216049786,0.0,0.0,0.0,0.0,0.0
0.745,0.0,0.0,0.0,0.03568751825664126,0.0,0.0,0.4794913863981534,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.2904390823166647,0.0,0.0,0.49588339393530784,0.0,0.0,0.0,0.0,0.0
0.755,0.0,0.0,0.0,0.1735338282344314,0.0,0.0,0.5082834782517704,0.0,0.0,0.0,0.0,0.0
0.76,0.0,0.0,0.0,-0.22685563137511394,0.0,0.0,0.4919084077741602,0.0,0.0,0.0,0.0,0.0
0.765,0.0,0.0,0.0,0.38474962280002106,0.0,0.0,0.5146450762081939,0.0,0.0,0.0,0.0,0.0
0.77,0.0,0.0,0.0,0.14699398873523897,0.0,0.0,0.5116777820639064,0.0,0.0,0.0,0.0,0.0
0.775,0.0,0.0,0.0,0.09800886472681247,0.0,0.0,0.4807468866671834,0.0,0.0,0.0,0.0,0.0
0.78,0.0,0.0,0.0,0.5609793428208992,0.0,0.0,0.5161540694685429,0.0,0.0,0.0,0.0,0.0
0.785,0.0,0.0,0.0,0.2417850523461357,0.0,0.0,0.48243498418527253,0.0,0.0,0.0,0.0,0.0
0.79,0.0,0.0,0.0,-0.11062135813614925,0.0,0.0,0.5066496536755565,0.0,0.0,0.0,0.0,0.0
0.795,0.0,0.0,0.0,-0.07038922285179075,0.0,0.0,0.5013397043319526,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,-0.1301111947857933,0.0,0.0,0.5199082437859042,0.0,0.0,0.0,0.0,0.0
0.805,0.0,0.0,0.0,0.3891012174453306,0.0,0.0,0.5052356170120859,0.0,0.0,0.0,0.0,0.0
0.81,0.0,0.0,0.0,-0.2645320162880533,0.0,0.0,0.513193921169155,0.0,0.0,0.0,0.0,0.0
0.8150000000000001,0.0,0.0,0.0,-0.23574977034436917,0.0,0.0,0.49759266733151974,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0,0.43221441340423283,0.0,0.0,0.4941140513225065,0.0,0.0,0.0,0.0,0.0
0.8250000000000001,0.0,0.0,0.0,-0.16390437048892176,0.0,0.0,0.512639902495056,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0,0.26673303532687415,0.0,0.0,0.49620498020122344,0.0,0.0,0.0,0.0,0.0
0.835,0.0,0.0,0.0,0.4164581230943067,0.0,0.0,0.5033745961045402,0.0,0.0,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.4209748226968349,0.0,0.0,0.503547700573693,0.0,0.0,0.0,0.0,0.0
0.845,0.0,0.0,0.0,1.0059605111343874,0.0,0.0,0.5010344095788809,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.27578175526478993,0.0,0.0,0.5002326516977409,0.0,0.0,0.0,0.0,0.0
0.855,0.0,0.0,0.0,0.7044416034354827,0.0,0.0,0.48531313075130605,0.0,0.0,0.0,0.0,0.0
0.86,0.0,0.0,0.0,-0.09049343641484975,0.0,0.0,0.5119603868134069,0.0,0.0,0.0,0.0,0.0
0.865,0.0,0.0,0.0,0.20048762955322363,0.0,0.0,0.5026108590338914,0.0,0.0,0.0,0.0,0.0
0.87,0.0,0.0,0.0,0.5818075907938945,0.0,0.0,0.5214463922417072,0.0,0.0,0.0,0.0,0.0
0.875,0.0,0.0,0.0,-0.21505908323506578,0.0,0.0,0.5050327593639341,0.0,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0456866846540727,0.0,0.0,0.5004804556936215,0.0,0.0,0.0,0.0,0.0
0.885,0.0,0.0,0.0,0.37753595102715026,0.0,0.0,0.5110138059595568,0.0,0.0,0.0,0.0,0.0
0.89,0.0,0.0,0.0,0.29990688291483264,0.0,0.0,0.49148496786438317,0.0,0.0,0.0,0.0,0.0
0.895,0.0,0.0,0.0,0.09641167171554685,0.0,0.0,0.5013343196807934,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,-0.12113854969440899,0.0,0.0,0.5059535925283016,0.0,0.0,0.0,0.0,0.0
0.905,0.0,0.0,0.0,-0.13042045141372138,0.0,0.0,0.5077456969218098,0.0,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.07350920413672232,0.0,0.0,0.5070209464353328,0.0,0.0,0.0,0.0,0.0
0.915,0.0,0.0,0.0,0.01145499838168744,0.0,0.0,0.49729945605493453,0.0,0.0,0.0,0.0,0.0
0.92,0.0,0.0,0.0,-0.20337060265262052,0.0,0.0,0.5148419222244689,0.0,0.0,0.0,0.0,0.0
0.925,0.0,0.0,0.0,0.30411281850300825,0.0,0.0,0.4736096355786502,0.0,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.27171263805216317,0.0,0.0,0.5063302512457529,0.0,0.0,0.0,0.0,0.0
0.935,0.0,0.0,0.0,0.5102340180720054,0.0,0.0,0.5158447930894022,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0,-0.36871633861101033,0.0,0.0,0.5040501079941047,0.0,0.0,0.0,0.0,0.0
0.9450000000000001,0.0,0.0,0.0,0.5395494321591947,0.0,0.0,0.4912316571569692,0.0,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,0.3293866266385204,0.0,0.0,0.5109686405732023,0.0,0.0,0.0,0.0,0.0
0.9550000000000001,0.0,0.0,0.0,0.46009644471240413,0.0,0.0,0.5148267663870396,0.0,0.0,0.0,0.0,0.0
0.96,0.0,0.0,0.0,-0.05344919611255755,0.0,0.0,0.5086818190399274,0.0,0.0,0.0,0.0,0.0
0.965,0.0,0.0,0.0,0.15602049084087197,0.0,0.0,0.5090235445397673,0.0,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,-0.03601557415483019,0.0,0.0,0.4867117556776015,0.0,0.0,0.0,0.0,0.0
0.975,0.0,0.0,0.0,0.9118449013890023,0.0,0.0,0.49815838467762336,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,-0.020795488576176503,0.0,0.0,0.5109472814001935,0.0,0.0,0.0,0.0,0.0
0.985,0.0,0.0,0.0,0.6430174606098421,0.0,0.0,0.5053492161178563,0.0,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,-0.19556141414205974,0.0,0.0,0.49923846666832095,0.0,0.0,0.0,0.0,0.0
0.995,0.0,0.0,0.0,0.4907029264022067,0.0,0.0,0.5199014598055818,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.20359346776655013,0.0,0.0,0.5073106447858231,0.0,0.0,0.0,0.0,0.0
1.0050000000000001,0.0,0.0,0.0,0.7637044468379546,0.0,0.0,0.49732711301847976,0.0,0.0,0.0,0.0,0.0
1.01,0.0,0.0,0.0,0.30248039719524183,0.0,0.0,0.48539172745940207,0.0,0.0,0.0,0.0,0.0
1.0150000000000001,0.0,0.0,0.0,0.35011448437571635,0.0,0.0,0.4888993835639106,0.0,0.0,0.0,0.0,0.0
1.02,0.0,0.0,0.0,0.23437714689558292,0.0,0.0,0.49651524628098637,0.0,0.0,0.0,0.0,0.0
1.025,0.0,0.0,0.0,0.27453209339082535,0.0,0.0,0.5106488609179707,0.0,0.0,0.0,0.0,0.0
1.03,0.0,0.0,0.0,0.42901822907364007,0.0,0.0,0.5055781083807724,0.0,0.0,0.0,0.0,0.0
1.035,0.0,0.0,0.0,0.3101556885405175,0.0,0.0,0.4916665893826747,0.0,0.0,0.0,0.0,0.0
1.04,0.0,0.0,0.0,0.5207827306284036,0.0,0.0,0.499090291354119,0.0,0.0,0.0,0.0,0.0
1.045,0.0,0.0,0.0,0.433843396993221,0.0,0.0,0.5042740350792053,0.0,0.0,0.0,0.0,0.0
1.05,0.0,0.0,0.0,0.4859800209021795,0.0,0.0,0.5032067316547599,0.0,0.0,0.0,0.0,0.0
1.055,0.0,0.0,0.0,0.4282364995744571,0.0,0.0,0.5299593637124246,0.0,0.0,0.0,0.0,0.0
1.06,0.0,0.0,0.0,0.120881797264832,0.0,0.0,0.49029386779685935,0.0,0.0,0.0,0.0,0.0
1.065,0.0,0.0,0.0,0.4535681544605888,0.0,0.0,0.5025752344866823,0.0,0.0,0.0,0.0,0.0
1.07,0.0,0.0,0.0,-0.21515477275676403,0.0,0.0,0.47973271023325553,0.0,0.0,0.0,0.0,0.0
1.075,0.0,0.0,0.0,-0.189914682183469,0.0,0.0,0.491357722944858,0.0,0.0,0.0,0.0,0.0
1.08,0.0,0.0,0.0,0.2451274903058917,0.0,0.0,0.4991678189562207,0.0,0.0,0.0,0.0,0.0
1.085,0.0,0.0,0.0,0.8593674205302182,0.0,0.0,0.5060293739099813,0.0,0.0,0.0,0.0,0.0
1.09,0.0,0.0,0.0,0.4821615464279427,0.0,0.0,0.5062613459765016,0.0,0.0,0.0,0.0,0.0
1.095,0.0,0.0,0.0,-0.03480725084138462,0.0,0.0,0.49364530756127045,0.0,0.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0,0.02563286691928845,0.0,0.0,0.5010369191253352,0.0,0.0,0.0,0.0,0.0
